already_projected_amount,co_benefits,costs_and_benefits_private,costs_and_benefits_public,filename,funding,ghg_reduction_2020,ghg_reduction_2025,ghg_reduction_2030,ghg_reduction_2035,ghg_reduction_2040,ghg_reduction_2050,is_adaptation_policy,is_emissions_reduction_policy,policy_description,quantification_of_ghg_emissions_reductions,relative_cost,responsibility_or_implementation,responsibility_or_implementation_details,sector,supporting_activities,target_or_performance_metric,target_year,timeframe
,,,,CA_City_Escondido_2021_files_part69.htm,,,,,,,,False,True,Reduce Vehicle Miles Traveled,,,Responsible Department or Agency: Various,,Transportation,,,,
,,,,CA_City_Escondido_2021_files_part69.htm,,,,,,,,False,True,Increase Building Energy Efficiency,,,Responsible Department or Agency: Various,,Buildings,,,,
,,,,CA_City_Escondido_2021_files_part69.htm,,,,,,,,False,True,Increase Renewable and Zero Carbon Energy,,,Responsible Department or Agency: Various,,Energy,,,,
,,,,CA_City_Escondido_2021_files_part69.htm,,,,,,,,True,False,Strategy 6: Increase Water Efficiency,,,Responsible Department or Agency: Various,,Water Management,,,,
,,,,CA_City_Escondido_2021_files_part69.htm,,,,,,,,True,False,Strategy 7: Diversify Local Water Supply,,,Responsible Department or Agency: Various,,Water Management,,,,
,,,,CA_City_Escondido_2021_files_part69.htm,,,,,,,,False,True,Reduce and Recycle Solid Waste,,,Responsible Department or Agency: Various,,Waste Management,,,,
,,,,CA_City_Escondido_2021_files_part69.htm,,,,,,,,False,True,Carbon Sequestration,,,Responsible Department or Agency: Various,,Land Use,,,,
,"Reduced water usage, increased water system resilience, reduced wastewater treatment plant strain, increased property values, and increased quality of life.",The project would improve maintenance capabilities at the golf course by replacing aging existing facilities.,"Total project costs are estimated to be $35 million to $40 million; reduce potable water usage, wastewater conveyance, and treatment needs.",CA_City_Coronado_2022_files_part116.htm,,,,,,,,True,True,"Water Recycling Plant at Coronado Municipal Golf Course to transition from potable water use to recycled water, reducing electricity and GHG emissions.",,,City of Coronado,Construction of recycled water facility and distribution infrastructure throughout the City; analyze water use from the facility for distribution network development.,Water,,Treat up to 1 million gallons per day; increase recycled water usage; reduce electricity consumption for water and wastewater treatment.,,
,,,,CA_County_SanDiego_2018_files_part193.htm,,,,,,,,False,True,California emission standards Regulates diesel engines,,,,,,,,,
,,,,CA_County_SanDiego_2018_files_part193.htm,,,,,,,,False,True,Ozone air quality standards for mobile agricultural equipment,,,,,,,,,
,,,,CA_County_SanDiego_2018_files_part142.htm,,,,,,,,False,True,Develop County renewable electricity projects through Power Purchase Agreements and other funding mechanisms that would fund development of on-site renewable electricity systems,,Medium,,DGS,Electricity,,,,2015-2030
,,,,CA_County_SanDiego_2018_files_part142.htm,,,,,,,,False,True,Implement the Comprehensive Renewable Energy Plan (CREP) Phase One Report,,,,,Electricity,,,,Ongoing
,,,,CA_County_SanDiego_2018_files_part142.htm,,,,,,,,False,True,Increase Solid Waste Diversion in the Unincorporated County,,,,,Solid Waste,,,,
,,,,CA_County_SanDiego_2018_files_part142.htm,,,,,,,,False,True,Materials diverted from landfill disposal will reduce methane and other greenhouse gases (GHG).,,,,,Solid Waste,,,2025,
,,,,CA_County_SanDiego_2018_files_part70.htm,,,,,,,,False,False,Amend the San Diego County Zoning Ordinance,,Low,,PDS,,N/A,,,2020
,improving public and community health,,,CA_County_SanDiego_2018_files_part70.htm,,,,,,,,False,True,Transitioning from fossil-fuel based on-road and off-road vehicles to alternative fuel technologies is a key strategy at the state and local level for reducing emissions.,,,,,Transportation,,,,
,,,,CA_County_SanDiego_2018_files_part70.htm,,,,,,,,False,True,New non-residential commute VMT reduced by 10%,,,,,Transportation,,New non-residential commute VMT reduced by 10%,,2030
,"Reduced air pollution, waste reduction, energy diversity and security, reduced price volatility, economic development, public health improvements, increased property values.",,Capital cost incurred on the public for purchase and installation of solar PV systems.,CA_City_Coronado_2022_files_part111.htm,,,,"1,146 MTCO2e per year from residential and 1,433 MTCO2e per year from nonresidential sectors",,,,False,True,Establish goals for solar installations on new and existing residential and nonresidential locations.,,,,"The City can continue to streamline the current solar permitting process through their one-stop, over-the-counter permitting process, increase education and outreach, initiate recognition programs, promote and educate about whole-systems site and building design, synthesize information for programs facilitating solar installation, and develop information campaigns.",Solar Energy,"Recognition programs to encourage participation, educating the public, and initiatives to address financial barriers.","4-MW installed capacity for 2030 Residential Goal, 5-MW installed capacity for 2045 Residential Goal, 5-MW for 2030 Nonresidential Goal, 6-MW for 2045 Nonresidential Goal",2045,Goals developed for 2030 and 2045.
,,,,CA_County_SanDiego_2018_files_part194.htm,,,,,,,,False,True,Air Quality,,,,,,,,,
,,,,CA_County_SanDiego_2018_files_part194.htm,,,,,,,,True,False,Noise Reduction,,,,,,,,,
,,,,CA_County_SanDiego_2018_files_part145.htm,,,,,,,,False,True,75% waste diversion target by 2025 for the unincorporated county through implementation of the Strategic Plan to Reduce Waste,,,,San Diego County Board of Supervisors,Waste,,75% waste diversion by 2025,2025,
,,,,CA_City_Carlsbad_2020_files_part92.htm,,N/A,N/A,N/A,N/A,N/A,N/A,False,True,"Encourage commercial and city facility commissioning, or improving existing and new building operations, with the goal equivalent to a 40 percent energy reduction in 30 percent of commercial square footage citywide and in city-owned buildings by 2035.",,,,Now administered through utility energy efficiency programs; accounted for in legislative business-as-usual projection for state policy and programs.,Commercial and city facilities,,40 percent energy reduction in 30 percent of commercial square footage,2035,
,Non-motorized transportation,,,CA_City_DelMar_2016_files_part94.htm,,15 MTCO2e,,,16 MTCO2e,,,False,True,Increase Telecommuting,,,,,,,Increase the labor force eligible to telecommute to 6 percent by 2020 and remain at 6 percent through 2035.,,
,,,,CA_County_SanDiego_2018_files_part137.htm,,,,,,,,False,True,Generate 10% of the County’s operational electricity on- site with renewables by 2020 and 20% by 2030,,,,,,,,,
,,,,CA_City_NationalCity_2011_files_part25.htm,,,,,,,,False,True,Continue to audit city buildings and facilities to quantify energy use and identify opportunities for energy savings through efficiency and conservation measures.,,,,,Buildings and Facilities,,Reduction in energy use through efficiency and conservation,,
,,,,CA_City_NationalCity_2011_files_part25.htm,,,,,,,,False,True,"Establish public facility energy efficiency standards and provide employees with guidelines, instructions and requirements for efficient use of facilities.",,,,,Buildings and Facilities,,Energy efficiency standards established,,
,,,,CA_City_NationalCity_2011_files_part25.htm,,,,,,,,False,True,Encourage all new municipal buildings and facilities to meet at least LEED Silver certification standards.,,,,,Buildings and Facilities,,LEED Silver certification for new municipal buildings,,
,,,,CA_City_NationalCity_2011_files_part25.htm,,,,,,,,False,True,"Utilize all available rebates and incentives for energy efficiency and distributed generation installations, such as state public good programs and solar programs.",,,,,Buildings and Facilities,,Increased installations of energy efficient technologies,,
,,,,CA_City_NationalCity_2011_files_part25.htm,,,,,,,,False,True,"Continue to convert street lighting, water pumps, water treatment and other energy intensive operations to more efficient technologies.",,,,,Buildings and Facilities,,Conversion to efficient technologies,,
,,,,CA_City_NationalCity_2011_files_part25.htm,,,,,,,,False,True,Participate in peak demand reduction programs and undertake peak demand reduction measures at local government facilities.,,,,,Buildings and Facilities,,Participation in demand reduction programs,,
,,,,CA_City_NationalCity_2011_files_part25.htm,,,,,,,,False,True,"Implement off-peak scheduling of pumps, motors and other energy intensive machinery where feasible.",,,,,Buildings and Facilities,,Off-peak scheduling implemented,,
,,,,CA_City_NationalCity_2011_files_part25.htm,,,,,,,,False,True,"Support the installation of solar panels on municipal facilities, including the community swimming pool.",,,,,Buildings and Facilities,,Solar panel installations,,
,,,,CA_City_NationalCity_2011_files_part25.htm,,,,,,,,False,True,"Conserve and expand parks, open space and other natural lands for carbon sequestration.",,,,,Natural Areas,,Increased area for carbon sequestration,,
,,,,CA_City_NationalCity_2011_files_part25.htm,,,,,,,,True,False,"Manage parks, open space and other natural areas to ensure the long-term health and viability of trees and other vegetation.",,,,,Natural Areas,,Long-term health of natural areas,,
,,,,CA_City_NationalCity_2011_files_part25.htm,,,,,,,,False,True,Develop and implement a community-wide urban forestry management and reforestation program to significantly increase the carbon storage potential of trees and other vegetation in the community.,,,,,Urban Forestry,,Increased carbon storage capacity,,
,,,,CA_City_NationalCity_2011_files_part25.htm,,,,,,,,True,False,"Encourage rooftop gardens, especially for large, flat-roofed industrial, commercial and institutional buildings.",,,,,Urban Spaces,,Increased number of rooftop gardens,,
,,,,CA_County_SanDiego_2018_files_part227.htm,,,,,,,,False,True,incorporate “green” and “cool” infrastructure into new and existing development,,,,,,,,,
,,,,CA_County_SanDiego_2018_files_part227.htm,,,,,,,,True,False,"Examples of green infrastructure include trees and climate-appropriate landscaping for increased shade and reduced pavement, complete streets (through reflective pavement, landscaping, and green infrastructure), rain gardens, and rooftop gardens",,,,,,,,,
,,,,CA_County_SanDiego_2018_files_part227.htm,,,,,,,,True,False,The County can also incorporate cool pavement and cool roofs (with high reflectivity) in new and existing development while also including more shade trees in parking lots.,,,,,,,,,
,,,,CA_County_SanDiego_2018_files_part227.htm,,,,,,,,False,True,"implementation of electric vehicle charging infrastructure (e.g., on carports) and improved transit",,,,,,,,,
,,,,CA_County_SanDiego_2018_files_part227.htm,,,,,,,,True,False,transitioning to the production of crops more appropriate for a warmer climate,,,,,,,,,
,,,,CA_County_SanDiego_2018_files_part227.htm,,,,,,,,True,False,collaborate amongst various departments to ensure that the proper outreach programs and plans are in place to deal with heat-related illnesses associated with warming,,,,,,,,,
,,,,CA_County_SanDiego_2018_files_part227.htm,,,,,,,,True,False,Collaborate with regional partners on temperature and extreme heat preparedness initiatives,,,,,,,,,
,,,,CA_County_SanDiego_2018_files_part130.htm,,,,,,,,False,True,"Online solar PV permitting: In 2013, the County launched a new tool allowing online processing of residential roof-mount solar PV permits. This online process has saved homeowners and PV installers time and money. Since 2013, roughly 80% of solar PV permits have been processed online. In 2014, the program was expanded to include electrical permits for panel upgrades. In 2015, the County Board of Supervisors adopted an ordinance codifying this expedited permitting process for small residential roof-mount solar PV systems. In 2017, the online PV permitting process was expanded to include Energy Storage and Battery Backup systems.",,,,,Energy,,,,
,,,,CA_County_SanDiego_2018_files_part130.htm,,,,,,,,False,True,"County innovation initiatives: In 2013, in an effort to streamline both plan checks and inspections, the County developed pre-approved new product lists and compatibility resources. These tools significantly expedite both permit issuance and inspection processes by clearly identifying key product details while allowing for substitutions of similarly listed products without a lengthy plan-change process.",,,,,Energy,,,,
,,,,CA_County_SanDiego_2018_files_part130.htm,,,,,,,,False,True,"Solar and Electrical Vehicle (EV) Ready Ordinance: In 2015, the County Board of Supervisors approved provisions requiring all new single-family homes to reserve south-facing roof space, install conduit, and provide sufficient electrical panel size to accommodate future roof-mount solar and EV charging.",,,,,"Energy, Transportation",,,,
,,,,CA_City_NationalCity_2011_files_part22.htm,,929 MTCO2e per year,,929 MTCO2e per year,,,,False,True,"A3.a.1 Implement a program to reduce, reuse and recycle community construction and demolition waste.",,,,,Solid Waste,,,"2020, 2030",
,,,,CA_City_NationalCity_2011_files_part22.htm,,929 MTCO2e per year,,929 MTCO2e per year,,,,False,True,A3.a.2 Establish incentives for residents to participate in green waste recycling programs.,,,,,Solid Waste,,,"2020, 2030",
,,,,CA_City_NationalCity_2011_files_part22.htm,,929 MTCO2e per year,,929 MTCO2e per year,,,,False,True,A3.a.3 Educate owners and residents of multi-family housing about recycling requirements and opportunities.,,,,,Solid Waste,,,"2020, 2030",
,,,,CA_City_NationalCity_2011_files_part22.htm,,929 MTCO2e per year,,929 MTCO2e per year,,,,False,True,A3.a.4 Work with members of the Regional Solid Waste Association (RSWA) to establish a curbside composting pilot project through the EDCO waste collection service.,,,,,Solid Waste,,,"2020, 2030",
,,,,CA_City_NationalCity_2011_files_part22.htm,,929 MTCO2e per year,,929 MTCO2e per year,,,,False,True,A3.a.5 Work with EDCO to encourage waste audits and waste reduction plans for existing and new commercial developments.,,,,,Solid Waste,,,"2020, 2030",
,,,,CA_City_NationalCity_2011_files_part22.htm,,929 MTCO2e per year,,929 MTCO2e per year,,,,False,True,A3.a.6 Encourage EDCO to implement a restaurant food waste collection program.,,,,,Solid Waste,,,"2020, 2030",
There are no solar water heaters/heat pumps projected to be installed.,,"Private costs would occur through the installation of residential and commercial solar water heaters, which would be passed onto building owners. Benefits would occur through reduced water heating costs.",City costs would occur from implementing and enforcing an ordinance requiring new homes and commercial buildings to install solar water heaters or heat pumps.,CA_City_Carlsbad_2020_files_part95.htm,,,,,"2,813 MTCO2e",,,False,True,Install solar water heaters or heat pumps on all new residential and commercial construction.,The EPIC mitigation calculator was used to quantify emission reductions for Measure J.,,"The City of Carlsbad currently participates in three Property Assessed Clean Energy (PACE) programs: CaliforniaFIRST, Ygrene, and California HERO.",,Energy,,Install on all new construction and retrofit up to 30 percent of existing buildings.,2035,
